,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
64,"tensor(1030.1329, grad_fn=<SelectBackward>)","tensor(1623.3448, grad_fn=<SelectBackward>)","tensor(2044.2007, grad_fn=<SelectBackward>)","tensor(2371.2712, grad_fn=<SelectBackward>)","tensor(2618.4248, grad_fn=<SelectBackward>)","tensor(2809.5264, grad_fn=<SelectBackward>)","tensor(2956.6624, grad_fn=<SelectBackward>)","tensor(3070.5742, grad_fn=<SelectBackward>)","tensor(3158.8037, grad_fn=<SelectBackward>)","tensor(3227.2812, grad_fn=<SelectBackward>)","tensor(3280.4763, grad_fn=<SelectBackward>)","tensor(3321.8442, grad_fn=<SelectBackward>)","tensor(3354.0378, grad_fn=<SelectBackward>)","tensor(3379.1091, grad_fn=<SelectBackward>)","tensor(3398.6445, grad_fn=<SelectBackward>)","tensor(3413.8728, grad_fn=<SelectBackward>)","tensor(3425.7493, grad_fn=<SelectBackward>)","tensor(3435.0144, grad_fn=<SelectBackward>)","tensor(3442.2449, grad_fn=<SelectBackward>)","tensor(3447.8887, grad_fn=<SelectBackward>)","tensor(3452.2952, grad_fn=<SelectBackward>)","tensor(3455.7366, grad_fn=<SelectBackward>)","tensor(3458.4243, grad_fn=<SelectBackward>)","tensor(3460.5244, grad_fn=<SelectBackward>)","tensor(3462.1650, grad_fn=<SelectBackward>)","tensor(3463.4473, grad_fn=<SelectBackward>)","tensor(3464.4492, grad_fn=<SelectBackward>)","tensor(3465.2327, grad_fn=<SelectBackward>)","tensor(3465.8450, grad_fn=<SelectBackward>)","tensor(3466.3235, grad_fn=<SelectBackward>)"
65,"tensor(3747.2361, grad_fn=<SelectBackward>)","tensor(5836.0176, grad_fn=<SelectBackward>)","tensor(7646.6304, grad_fn=<SelectBackward>)","tensor(8931.5742, grad_fn=<SelectBackward>)","tensor(9943.3105, grad_fn=<SelectBackward>)","tensor(10714.4912, grad_fn=<SelectBackward>)","tensor(11313.6592, grad_fn=<SelectBackward>)","tensor(11777.0811, grad_fn=<SelectBackward>)","tensor(12137.1025, grad_fn=<SelectBackward>)","tensor(12416.7637, grad_fn=<SelectBackward>)","tensor(12634.3242, grad_fn=<SelectBackward>)","tensor(12803.6582, grad_fn=<SelectBackward>)","tensor(12935.5527, grad_fn=<SelectBackward>)","tensor(13038.3369, grad_fn=<SelectBackward>)","tensor(13118.4727, grad_fn=<SelectBackward>)","tensor(13180.9766, grad_fn=<SelectBackward>)","tensor(13229.7441, grad_fn=<SelectBackward>)","tensor(13267.8096, grad_fn=<SelectBackward>)","tensor(13297.5244, grad_fn=<SelectBackward>)","tensor(13320.7295, grad_fn=<SelectBackward>)","tensor(13338.8574, grad_fn=<SelectBackward>)","tensor(13353.0166, grad_fn=<SelectBackward>)","tensor(13364.0830, grad_fn=<SelectBackward>)","tensor(13372.7305, grad_fn=<SelectBackward>)","tensor(13379.4902, grad_fn=<SelectBackward>)","tensor(13384.7734, grad_fn=<SelectBackward>)","tensor(13388.9053, grad_fn=<SelectBackward>)","tensor(13392.1357, grad_fn=<SelectBackward>)","tensor(13394.6602, grad_fn=<SelectBackward>)","tensor(13396.6367, grad_fn=<SelectBackward>)"
66,"tensor(1575.6218, grad_fn=<SelectBackward>)","tensor(2507.4563, grad_fn=<SelectBackward>)","tensor(3377.8210, grad_fn=<SelectBackward>)","tensor(4005.2073, grad_fn=<SelectBackward>)","tensor(4505.7588, grad_fn=<SelectBackward>)","tensor(4889.2163, grad_fn=<SelectBackward>)","tensor(5188.7061, grad_fn=<SelectBackward>)","tensor(5421.1714, grad_fn=<SelectBackward>)","tensor(5602.3540, grad_fn=<SelectBackward>)","tensor(5743.4722, grad_fn=<SelectBackward>)","tensor(5853.5093, grad_fn=<SelectBackward>)","tensor(5939.3262, grad_fn=<SelectBackward>)","tensor(6006.2876, grad_fn=<SelectBackward>)","tensor(6058.5503, grad_fn=<SelectBackward>)","tensor(6099.3530, grad_fn=<SelectBackward>)","tensor(6131.2178, grad_fn=<SelectBackward>)","tensor(6156.1089, grad_fn=<SelectBackward>)","tensor(6175.5562, grad_fn=<SelectBackward>)","tensor(6190.7520, grad_fn=<SelectBackward>)","tensor(6202.6294, grad_fn=<SelectBackward>)","tensor(6211.9150, grad_fn=<SelectBackward>)","tensor(6219.1743, grad_fn=<SelectBackward>)","tensor(6224.8506, grad_fn=<SelectBackward>)","tensor(6229.2896, grad_fn=<SelectBackward>)","tensor(6232.7612, grad_fn=<SelectBackward>)","tensor(6235.4775, grad_fn=<SelectBackward>)","tensor(6237.6016, grad_fn=<SelectBackward>)","tensor(6239.2642, grad_fn=<SelectBackward>)","tensor(6240.5649, grad_fn=<SelectBackward>)","tensor(6241.5820, grad_fn=<SelectBackward>)"
67,"tensor(993.1437, grad_fn=<SelectBackward>)","tensor(1816.1356, grad_fn=<SelectBackward>)","tensor(2398.5571, grad_fn=<SelectBackward>)","tensor(2885.3760, grad_fn=<SelectBackward>)","tensor(3255.9478, grad_fn=<SelectBackward>)","tensor(3550.6094, grad_fn=<SelectBackward>)","tensor(3779.5273, grad_fn=<SelectBackward>)","tensor(3959.3152, grad_fn=<SelectBackward>)","tensor(4099.6992, grad_fn=<SelectBackward>)","tensor(4209.6108, grad_fn=<SelectBackward>)","tensor(4295.5464, grad_fn=<SelectBackward>)","tensor(4362.7827, grad_fn=<SelectBackward>)","tensor(4415.3750, grad_fn=<SelectBackward>)","tensor(4456.5220, grad_fn=<SelectBackward>)","tensor(4488.7139, grad_fn=<SelectBackward>)","tensor(4513.9033, grad_fn=<SelectBackward>)","tensor(4533.6128, grad_fn=<SelectBackward>)","tensor(4549.0381, grad_fn=<SelectBackward>)","tensor(4561.1094, grad_fn=<SelectBackward>)","tensor(4570.5571, grad_fn=<SelectBackward>)","tensor(4577.9517, grad_fn=<SelectBackward>)","tensor(4583.7402, grad_fn=<SelectBackward>)","tensor(4588.2720, grad_fn=<SelectBackward>)","tensor(4591.8188, grad_fn=<SelectBackward>)","tensor(4594.5957, grad_fn=<SelectBackward>)","tensor(4596.7695, grad_fn=<SelectBackward>)","tensor(4598.4722, grad_fn=<SelectBackward>)","tensor(4599.8042, grad_fn=<SelectBackward>)","tensor(4600.8477, grad_fn=<SelectBackward>)","tensor(4601.6650, grad_fn=<SelectBackward>)"
68,"tensor(1326.0320, grad_fn=<SelectBackward>)","tensor(2102.9070, grad_fn=<SelectBackward>)","tensor(2750.3425, grad_fn=<SelectBackward>)","tensor(3253.5820, grad_fn=<SelectBackward>)","tensor(3655.8359, grad_fn=<SelectBackward>)","tensor(3971.5142, grad_fn=<SelectBackward>)","tensor(4221.0142, grad_fn=<SelectBackward>)","tensor(4416.7754, grad_fn=<SelectBackward>)","tensor(4570.7153, grad_fn=<SelectBackward>)","tensor(4691.4854, grad_fn=<SelectBackward>)","tensor(4786.2861, grad_fn=<SelectBackward>)","tensor(4860.6494, grad_fn=<SelectBackward>)","tensor(4918.9858, grad_fn=<SelectBackward>)","tensor(4964.7378, grad_fn=<SelectBackward>)","tensor(5000.6191, grad_fn=<SelectBackward>)","tensor(5028.7554, grad_fn=<SelectBackward>)","tensor(5050.8169, grad_fn=<SelectBackward>)","tensor(5068.1143, grad_fn=<SelectBackward>)","tensor(5081.6748, grad_fn=<SelectBackward>)","tensor(5092.3052, grad_fn=<SelectBackward>)","tensor(5100.6382, grad_fn=<SelectBackward>)","tensor(5107.1699, grad_fn=<SelectBackward>)","tensor(5112.2896, grad_fn=<SelectBackward>)","tensor(5116.3022, grad_fn=<SelectBackward>)","tensor(5119.4473, grad_fn=<SelectBackward>)","tensor(5121.9116, grad_fn=<SelectBackward>)","tensor(5123.8433, grad_fn=<SelectBackward>)","tensor(5125.3574, grad_fn=<SelectBackward>)","tensor(5126.5430, grad_fn=<SelectBackward>)","tensor(5127.4722, grad_fn=<SelectBackward>)"
69,"tensor(37.2829, grad_fn=<SelectBackward>)","tensor(54.4830, grad_fn=<SelectBackward>)","tensor(69.6110, grad_fn=<SelectBackward>)","tensor(81.6622, grad_fn=<SelectBackward>)","tensor(91.2835, grad_fn=<SelectBackward>)","tensor(98.9074, grad_fn=<SelectBackward>)","tensor(104.9235, grad_fn=<SelectBackward>)","tensor(109.6672, grad_fn=<SelectBackward>)","tensor(113.4034, grad_fn=<SelectBackward>)","tensor(116.3450, grad_fn=<SelectBackward>)","tensor(118.6601, grad_fn=<SelectBackward>)","tensor(120.4815, grad_fn=<SelectBackward>)","tensor(121.9143, grad_fn=<SelectBackward>)","tensor(123.0409, grad_fn=<SelectBackward>)","tensor(123.9267, grad_fn=<SelectBackward>)","tensor(124.6229, grad_fn=<SelectBackward>)","tensor(125.1699, grad_fn=<SelectBackward>)","tensor(125.5996, grad_fn=<SelectBackward>)","tensor(125.9372, grad_fn=<SelectBackward>)","tensor(126.2022, grad_fn=<SelectBackward>)","tensor(126.4103, grad_fn=<SelectBackward>)","tensor(126.5737, grad_fn=<SelectBackward>)","tensor(126.7019, grad_fn=<SelectBackward>)","tensor(126.8025, grad_fn=<SelectBackward>)","tensor(126.8815, grad_fn=<SelectBackward>)","tensor(126.9434, grad_fn=<SelectBackward>)","tensor(126.9920, grad_fn=<SelectBackward>)","tensor(127.0301, grad_fn=<SelectBackward>)","tensor(127.0600, grad_fn=<SelectBackward>)","tensor(127.0835, grad_fn=<SelectBackward>)"
70,"tensor(156.7435, grad_fn=<SelectBackward>)","tensor(207.0767, grad_fn=<SelectBackward>)","tensor(262.5784, grad_fn=<SelectBackward>)","tensor(303.7022, grad_fn=<SelectBackward>)","tensor(336.3800, grad_fn=<SelectBackward>)","tensor(362.1297, grad_fn=<SelectBackward>)","tensor(382.3351, grad_fn=<SelectBackward>)","tensor(398.3004, grad_fn=<SelectBackward>)","tensor(410.8731, grad_fn=<SelectBackward>)","tensor(420.8002, grad_fn=<SelectBackward>)","tensor(428.6280, grad_fn=<SelectBackward>)","tensor(434.8038, grad_fn=<SelectBackward>)","tensor(439.6729, grad_fn=<SelectBackward>)","tensor(443.5112, grad_fn=<SelectBackward>)","tensor(446.5355, grad_fn=<SelectBackward>)","tensor(448.9176, grad_fn=<SelectBackward>)","tensor(450.7932, grad_fn=<SelectBackward>)","tensor(452.2694, grad_fn=<SelectBackward>)","tensor(453.4309, grad_fn=<SelectBackward>)","tensor(454.3445, grad_fn=<SelectBackward>)","tensor(455.0627, grad_fn=<SelectBackward>)","tensor(455.6274, grad_fn=<SelectBackward>)","tensor(456.0712, grad_fn=<SelectBackward>)","tensor(456.4197, grad_fn=<SelectBackward>)","tensor(456.6936, grad_fn=<SelectBackward>)","tensor(456.9087, grad_fn=<SelectBackward>)","tensor(457.0775, grad_fn=<SelectBackward>)","tensor(457.2101, grad_fn=<SelectBackward>)","tensor(457.3142, grad_fn=<SelectBackward>)","tensor(457.3958, grad_fn=<SelectBackward>)"
71,"tensor(109.1450, grad_fn=<SelectBackward>)","tensor(160.9254, grad_fn=<SelectBackward>)","tensor(199.9606, grad_fn=<SelectBackward>)","tensor(227.0332, grad_fn=<SelectBackward>)","tensor(249.1364, grad_fn=<SelectBackward>)","tensor(265.8360, grad_fn=<SelectBackward>)","tensor(279.1899, grad_fn=<SelectBackward>)","tensor(289.6231, grad_fn=<SelectBackward>)","tensor(297.8979, grad_fn=<SelectBackward>)","tensor(304.4215, grad_fn=<SelectBackward>)","tensor(309.5822, grad_fn=<SelectBackward>)","tensor(313.6576, grad_fn=<SelectBackward>)","tensor(316.8774, grad_fn=<SelectBackward>)","tensor(319.4191, grad_fn=<SelectBackward>)","tensor(321.4251, grad_fn=<SelectBackward>)","tensor(323.0074, grad_fn=<SelectBackward>)","tensor(324.2549, grad_fn=<SelectBackward>)","tensor(325.2379, grad_fn=<SelectBackward>)","tensor(326.0123, grad_fn=<SelectBackward>)","tensor(326.6220, grad_fn=<SelectBackward>)","tensor(327.1020, grad_fn=<SelectBackward>)","tensor(327.4796, grad_fn=<SelectBackward>)","tensor(327.7766, grad_fn=<SelectBackward>)","tensor(328.0102, grad_fn=<SelectBackward>)","tensor(328.1937, grad_fn=<SelectBackward>)","tensor(328.3380, grad_fn=<SelectBackward>)","tensor(328.4514, grad_fn=<SelectBackward>)","tensor(328.5404, grad_fn=<SelectBackward>)","tensor(328.6104, grad_fn=<SelectBackward>)","tensor(328.6652, grad_fn=<SelectBackward>)"
72,"tensor(83.8160, grad_fn=<SelectBackward>)","tensor(122.6155, grad_fn=<SelectBackward>)","tensor(142.8834, grad_fn=<SelectBackward>)","tensor(160.9318, grad_fn=<SelectBackward>)","tensor(173.8284, grad_fn=<SelectBackward>)","tensor(184.4240, grad_fn=<SelectBackward>)","tensor(192.6089, grad_fn=<SelectBackward>)","tensor(199.1537, grad_fn=<SelectBackward>)","tensor(204.3053, grad_fn=<SelectBackward>)","tensor(208.3931, grad_fn=<SelectBackward>)","tensor(211.6231, grad_fn=<SelectBackward>)","tensor(214.1792, grad_fn=<SelectBackward>)","tensor(216.1991, grad_fn=<SelectBackward>)","tensor(217.7951, grad_fn=<SelectBackward>)","tensor(219.0553, grad_fn=<SelectBackward>)","tensor(220.0498, grad_fn=<SelectBackward>)","tensor(220.8342, grad_fn=<SelectBackward>)","tensor(221.4527, grad_fn=<SelectBackward>)","tensor(221.9400, grad_fn=<SelectBackward>)","tensor(222.3239, grad_fn=<SelectBackward>)","tensor(222.6261, grad_fn=<SelectBackward>)","tensor(222.8640, grad_fn=<SelectBackward>)","tensor(223.0511, grad_fn=<SelectBackward>)","tensor(223.1983, grad_fn=<SelectBackward>)","tensor(223.3141, grad_fn=<SelectBackward>)","tensor(223.4051, grad_fn=<SelectBackward>)","tensor(223.4766, grad_fn=<SelectBackward>)","tensor(223.5327, grad_fn=<SelectBackward>)","tensor(223.5768, grad_fn=<SelectBackward>)","tensor(223.6115, grad_fn=<SelectBackward>)"
73,"tensor(75.1949, grad_fn=<SelectBackward>)","tensor(81.0993, grad_fn=<SelectBackward>)","tensor(96.8666, grad_fn=<SelectBackward>)","tensor(107.6502, grad_fn=<SelectBackward>)","tensor(117.9696, grad_fn=<SelectBackward>)","tensor(125.9231, grad_fn=<SelectBackward>)","tensor(132.4987, grad_fn=<SelectBackward>)","tensor(137.6615, grad_fn=<SelectBackward>)","tensor(141.7761, grad_fn=<SelectBackward>)","tensor(145.0115, grad_fn=<SelectBackward>)","tensor(147.5622, grad_fn=<SelectBackward>)","tensor(149.5651, grad_fn=<SelectBackward>)","tensor(151.1379, grad_fn=<SelectBackward>)","tensor(152.3712, grad_fn=<SelectBackward>)","tensor(153.3380, grad_fn=<SelectBackward>)","tensor(154.0952, grad_fn=<SelectBackward>)","tensor(154.6882, grad_fn=<SelectBackward>)","tensor(155.1524, grad_fn=<SelectBackward>)","tensor(155.5156, grad_fn=<SelectBackward>)","tensor(155.7998, grad_fn=<SelectBackward>)","tensor(156.0221, grad_fn=<SelectBackward>)","tensor(156.1960, grad_fn=<SelectBackward>)","tensor(156.3320, grad_fn=<SelectBackward>)","tensor(156.4383, grad_fn=<SelectBackward>)","tensor(156.5215, grad_fn=<SelectBackward>)","tensor(156.5865, grad_fn=<SelectBackward>)","tensor(156.6373, grad_fn=<SelectBackward>)","tensor(156.6771, grad_fn=<SelectBackward>)","tensor(156.7081, grad_fn=<SelectBackward>)","tensor(156.7325, grad_fn=<SelectBackward>)"
74,"tensor(170.1961, grad_fn=<SelectBackward>)","tensor(259.0418, grad_fn=<SelectBackward>)","tensor(305.5634, grad_fn=<SelectBackward>)","tensor(348.1612, grad_fn=<SelectBackward>)","tensor(379.0754, grad_fn=<SelectBackward>)","tensor(404.3051, grad_fn=<SelectBackward>)","tensor(423.8534, grad_fn=<SelectBackward>)","tensor(439.3615, grad_fn=<SelectBackward>)","tensor(451.5099, grad_fn=<SelectBackward>)","tensor(461.0703, grad_fn=<SelectBackward>)","tensor(468.5677, grad_fn=<SelectBackward>)","tensor(474.4509, grad_fn=<SelectBackward>)","tensor(479.0617, grad_fn=<SelectBackward>)","tensor(482.6747, grad_fn=<SelectBackward>)","tensor(485.5042, grad_fn=<SelectBackward>)","tensor(487.7196, grad_fn=<SelectBackward>)","tensor(489.4534, grad_fn=<SelectBackward>)","tensor(490.8101, grad_fn=<SelectBackward>)","tensor(491.8716, grad_fn=<SelectBackward>)","tensor(492.7018, grad_fn=<SelectBackward>)","tensor(493.3511, grad_fn=<SelectBackward>)","tensor(493.8589, grad_fn=<SelectBackward>)","tensor(494.2560, grad_fn=<SelectBackward>)","tensor(494.5664, grad_fn=<SelectBackward>)","tensor(494.8093, grad_fn=<SelectBackward>)","tensor(494.9990, grad_fn=<SelectBackward>)","tensor(495.1474, grad_fn=<SelectBackward>)","tensor(495.2634, grad_fn=<SelectBackward>)","tensor(495.3541, grad_fn=<SelectBackward>)","tensor(495.4250, grad_fn=<SelectBackward>)"
75,"tensor(655.7020, grad_fn=<SelectBackward>)","tensor(1024.9778, grad_fn=<SelectBackward>)","tensor(1304.7347, grad_fn=<SelectBackward>)","tensor(1490.2271, grad_fn=<SelectBackward>)","tensor(1638.2430, grad_fn=<SelectBackward>)","tensor(1749.2998, grad_fn=<SelectBackward>)","tensor(1836.5027, grad_fn=<SelectBackward>)","tensor(1904.1324, grad_fn=<SelectBackward>)","tensor(1957.0781, grad_fn=<SelectBackward>)","tensor(1998.4308, grad_fn=<SelectBackward>)","tensor(2030.7898, grad_fn=<SelectBackward>)","tensor(2056.0972, grad_fn=<SelectBackward>)","tensor(2075.8962, grad_fn=<SelectBackward>)","tensor(2091.3821, grad_fn=<SelectBackward>)","tensor(2103.4946, grad_fn=<SelectBackward>)","tensor(2112.9666, grad_fn=<SelectBackward>)","tensor(2120.3740, grad_fn=<SelectBackward>)","tensor(2126.1655, grad_fn=<SelectBackward>)","tensor(2130.6941, grad_fn=<SelectBackward>)","tensor(2134.2346, grad_fn=<SelectBackward>)","tensor(2137.0022, grad_fn=<SelectBackward>)","tensor(2139.1660, grad_fn=<SelectBackward>)","tensor(2140.8574, grad_fn=<SelectBackward>)","tensor(2142.1797, grad_fn=<SelectBackward>)","tensor(2143.2136, grad_fn=<SelectBackward>)","tensor(2144.0220, grad_fn=<SelectBackward>)","tensor(2144.6536, grad_fn=<SelectBackward>)","tensor(2145.1479, grad_fn=<SelectBackward>)","tensor(2145.5339, grad_fn=<SelectBackward>)","tensor(2145.8357, grad_fn=<SelectBackward>)"
76,"tensor(63.0215, grad_fn=<SelectBackward>)","tensor(139.8116, grad_fn=<SelectBackward>)","tensor(174.5619, grad_fn=<SelectBackward>)","tensor(208.4443, grad_fn=<SelectBackward>)","tensor(232.2240, grad_fn=<SelectBackward>)","tensor(251.3501, grad_fn=<SelectBackward>)","tensor(265.9727, grad_fn=<SelectBackward>)","tensor(277.4259, grad_fn=<SelectBackward>)","tensor(286.3294, grad_fn=<SelectBackward>)","tensor(293.2821, grad_fn=<SelectBackward>)","tensor(298.7065, grad_fn=<SelectBackward>)","tensor(302.9426, grad_fn=<SelectBackward>)","tensor(306.2507, grad_fn=<SelectBackward>)","tensor(308.8349, grad_fn=<SelectBackward>)","tensor(310.8536, grad_fn=<SelectBackward>)","tensor(312.4309, grad_fn=<SelectBackward>)","tensor(313.6634, grad_fn=<SelectBackward>)","tensor(314.6265, grad_fn=<SelectBackward>)","tensor(315.3791, grad_fn=<SelectBackward>)","tensor(315.9673, grad_fn=<SelectBackward>)","tensor(316.4271, grad_fn=<SelectBackward>)","tensor(316.7864, grad_fn=<SelectBackward>)","tensor(317.0674, grad_fn=<SelectBackward>)","tensor(317.2869, grad_fn=<SelectBackward>)","tensor(317.4586, grad_fn=<SelectBackward>)","tensor(317.5928, grad_fn=<SelectBackward>)","tensor(317.6978, grad_fn=<SelectBackward>)","tensor(317.7798, grad_fn=<SelectBackward>)","tensor(317.8440, grad_fn=<SelectBackward>)","tensor(317.8942, grad_fn=<SelectBackward>)"
77,"tensor(609.3904, grad_fn=<SelectBackward>)","tensor(932.4026, grad_fn=<SelectBackward>)","tensor(1226.0343, grad_fn=<SelectBackward>)","tensor(1435.6499, grad_fn=<SelectBackward>)","tensor(1604.8129, grad_fn=<SelectBackward>)","tensor(1733.6392, grad_fn=<SelectBackward>)","tensor(1834.6609, grad_fn=<SelectBackward>)","tensor(1912.9889, grad_fn=<SelectBackward>)","tensor(1974.1134, grad_fn=<SelectBackward>)","tensor(2021.7297, grad_fn=<SelectBackward>)","tensor(2058.8813, grad_fn=<SelectBackward>)","tensor(2087.8660, grad_fn=<SelectBackward>)","tensor(2110.4902, grad_fn=<SelectBackward>)","tensor(2128.1531, grad_fn=<SelectBackward>)","tensor(2141.9458, grad_fn=<SelectBackward>)","tensor(2152.7180, grad_fn=<SelectBackward>)","tensor(2161.1331, grad_fn=<SelectBackward>)","tensor(2167.7075, grad_fn=<SelectBackward>)","tensor(2172.8445, grad_fn=<SelectBackward>)","tensor(2176.8596, grad_fn=<SelectBackward>)","tensor(2179.9973, grad_fn=<SelectBackward>)","tensor(2182.4502, grad_fn=<SelectBackward>)","tensor(2184.3674, grad_fn=<SelectBackward>)","tensor(2185.8667, grad_fn=<SelectBackward>)","tensor(2187.0391, grad_fn=<SelectBackward>)","tensor(2187.9556, grad_fn=<SelectBackward>)","tensor(2188.6726, grad_fn=<SelectBackward>)","tensor(2189.2334, grad_fn=<SelectBackward>)","tensor(2189.6719, grad_fn=<SelectBackward>)","tensor(2190.0149, grad_fn=<SelectBackward>)"
78,"tensor(104.3963, grad_fn=<SelectBackward>)","tensor(203.6720, grad_fn=<SelectBackward>)","tensor(258.9217, grad_fn=<SelectBackward>)","tensor(311.2243, grad_fn=<SelectBackward>)","tensor(349.2623, grad_fn=<SelectBackward>)","tensor(379.9801, grad_fn=<SelectBackward>)","tensor(403.6387, grad_fn=<SelectBackward>)","tensor(422.2297, grad_fn=<SelectBackward>)","tensor(436.7141, grad_fn=<SelectBackward>)","tensor(448.0427, grad_fn=<SelectBackward>)","tensor(456.8898, grad_fn=<SelectBackward>)","tensor(463.8043, grad_fn=<SelectBackward>)","tensor(469.2074, grad_fn=<SelectBackward>)","tensor(473.4302, grad_fn=<SelectBackward>)","tensor(476.7308, grad_fn=<SelectBackward>)","tensor(479.3106, grad_fn=<SelectBackward>)","tensor(481.3275, grad_fn=<SelectBackward>)","tensor(482.9042, grad_fn=<SelectBackward>)","tensor(484.1370, grad_fn=<SelectBackward>)","tensor(485.1010, grad_fn=<SelectBackward>)","tensor(485.8549, grad_fn=<SelectBackward>)","tensor(486.4445, grad_fn=<SelectBackward>)","tensor(486.9056, grad_fn=<SelectBackward>)","tensor(487.2663, grad_fn=<SelectBackward>)","tensor(487.5485, grad_fn=<SelectBackward>)","tensor(487.7693, grad_fn=<SelectBackward>)","tensor(487.9419, grad_fn=<SelectBackward>)","tensor(488.0771, grad_fn=<SelectBackward>)","tensor(488.1828, grad_fn=<SelectBackward>)","tensor(488.2655, grad_fn=<SelectBackward>)"
79,"tensor(338.1663, grad_fn=<SelectBackward>)","tensor(577.4683, grad_fn=<SelectBackward>)","tensor(759.4434, grad_fn=<SelectBackward>)","tensor(905.8524, grad_fn=<SelectBackward>)","tensor(1023.1635, grad_fn=<SelectBackward>)","tensor(1115.1176, grad_fn=<SelectBackward>)","tensor(1187.8722, grad_fn=<SelectBackward>)","tensor(1244.9359, grad_fn=<SelectBackward>)","tensor(1289.8075, grad_fn=<SelectBackward>)","tensor(1324.9983, grad_fn=<SelectBackward>)","tensor(1352.6062, grad_fn=<SelectBackward>)","tensor(1374.2462, grad_fn=<SelectBackward>)","tensor(1391.2058, grad_fn=<SelectBackward>)","tensor(1404.4932, grad_fn=<SelectBackward>)","tensor(1414.9017, grad_fn=<SelectBackward>)","tensor(1423.0540, grad_fn=<SelectBackward>)","tensor(1429.4382, grad_fn=<SelectBackward>)","tensor(1434.4376, grad_fn=<SelectBackward>)","tensor(1438.3524, grad_fn=<SelectBackward>)","tensor(1441.4175, grad_fn=<SelectBackward>)","tensor(1443.8175, grad_fn=<SelectBackward>)","tensor(1445.6969, grad_fn=<SelectBackward>)","tensor(1447.1681, grad_fn=<SelectBackward>)","tensor(1448.3201, grad_fn=<SelectBackward>)","tensor(1449.2219, grad_fn=<SelectBackward>)","tensor(1449.9283, grad_fn=<SelectBackward>)","tensor(1450.4812, grad_fn=<SelectBackward>)","tensor(1450.9141, grad_fn=<SelectBackward>)","tensor(1451.2532, grad_fn=<SelectBackward>)","tensor(1451.5186, grad_fn=<SelectBackward>)"
80,"tensor(918.8256, grad_fn=<SelectBackward>)","tensor(1299.3722, grad_fn=<SelectBackward>)","tensor(1683.0634, grad_fn=<SelectBackward>)","tensor(1952.7543, grad_fn=<SelectBackward>)","tensor(2177.6931, grad_fn=<SelectBackward>)","tensor(2353.1382, grad_fn=<SelectBackward>)","tensor(2493.2004, grad_fn=<SelectBackward>)","tensor(2603.5740, grad_fn=<SelectBackward>)","tensor(2690.7732, grad_fn=<SelectBackward>)","tensor(2759.4402, grad_fn=<SelectBackward>)","tensor(2813.5022, grad_fn=<SelectBackward>)","tensor(2856.0159, grad_fn=<SelectBackward>)","tensor(2889.4333, grad_fn=<SelectBackward>)","tensor(2915.6846, grad_fn=<SelectBackward>)","tensor(2936.2993, grad_fn=<SelectBackward>)","tensor(2952.4819, grad_fn=<SelectBackward>)","tensor(2965.1816, grad_fn=<SelectBackward>)","tensor(2975.1460, grad_fn=<SelectBackward>)","tensor(2982.9622, grad_fn=<SelectBackward>)","tensor(2989.0923, grad_fn=<SelectBackward>)","tensor(2993.8997, grad_fn=<SelectBackward>)","tensor(2997.6687, grad_fn=<SelectBackward>)","tensor(3000.6240, grad_fn=<SelectBackward>)","tensor(3002.9404, grad_fn=<SelectBackward>)","tensor(3004.7561, grad_fn=<SelectBackward>)","tensor(3006.1792, grad_fn=<SelectBackward>)","tensor(3007.2949, grad_fn=<SelectBackward>)","tensor(3008.1689, grad_fn=<SelectBackward>)","tensor(3008.8542, grad_fn=<SelectBackward>)","tensor(3009.3911, grad_fn=<SelectBackward>)"
81,"tensor(99.0535, grad_fn=<SelectBackward>)","tensor(192.6329, grad_fn=<SelectBackward>)","tensor(243.2919, grad_fn=<SelectBackward>)","tensor(291.7660, grad_fn=<SelectBackward>)","tensor(328.4886, grad_fn=<SelectBackward>)","tensor(358.5350, grad_fn=<SelectBackward>)","tensor(382.1884, grad_fn=<SelectBackward>)","tensor(401.0213, grad_fn=<SelectBackward>)","tensor(415.8878, grad_fn=<SelectBackward>)","tensor(427.6406, grad_fn=<SelectBackward>)","tensor(436.9082, grad_fn=<SelectBackward>)","tensor(444.2149, grad_fn=<SelectBackward>)","tensor(449.9695, grad_fn=<SelectBackward>)","tensor(454.4998, grad_fn=<SelectBackward>)","tensor(458.0640, grad_fn=<SelectBackward>)","tensor(460.8671, grad_fn=<SelectBackward>)","tensor(463.0707, grad_fn=<SelectBackward>)","tensor(464.8025, grad_fn=<SelectBackward>)","tensor(466.1630, grad_fn=<SelectBackward>)","tensor(467.2316, grad_fn=<SelectBackward>)","tensor(468.0706, grad_fn=<SelectBackward>)","tensor(468.7292, grad_fn=<SelectBackward>)","tensor(469.2463, grad_fn=<SelectBackward>)","tensor(469.6519, grad_fn=<SelectBackward>)","tensor(469.9703, grad_fn=<SelectBackward>)","tensor(470.2200, grad_fn=<SelectBackward>)","tensor(470.4160, grad_fn=<SelectBackward>)","tensor(470.5695, grad_fn=<SelectBackward>)","tensor(470.6901, grad_fn=<SelectBackward>)","tensor(470.7846, grad_fn=<SelectBackward>)"
